,year,State,Median income,Smoke everyday,Smoke some days,Former smoker,Never smoked
888,2011,District of Columbia,62941.0,12.8,8.0,22.0,57.2
889,2011,Florida,51383.0,13.5,5.8,28.0,52.8
890,2011,Georgia,52372.0,14.3,6.9,22.1,56.7
891,2011,Guam,,21.1,9.4,14.6,54.9
892,2011,Hawaii,67265.0,12.2,4.7,25.9,57.3
893,2011,Idaho,54064.0,12.4,4.8,24.4,58.5
894,2011,Illinois,57685.0,14.3,6.6,24.4,54.7
895,2011,Indiana,50631.0,19.4,6.2,24.7,49.7
896,2011,Iowa,57209.0,15.5,4.8,25.0,54.6
897,2011,Kansas,52570.0,16.9,5.1,22.4,55.6
898,2011,Kentucky,45403.0,23.6,5.4,24.3,46.8
899,2011,Louisiana,46317.0,19.3,6.4,22.0,52.3
900,2011,Maine,56609.0,17.6,5.2,31.6,45.6
901,2011,Maryland,78462.0,13.7,5.4,22.6,58.3
902,2011,Massachusetts,72125.0,13.3,4.9,28.3,53.5
903,2011,Michigan,55682.0,17.3,6.0,25.7,51.0
904,2011,Minnesota,65868.0,13.2,5.9,26.2,54.7
905,2011,Mississippi,46809.0,18.8,7.1,21.3,52.8
906,2011,Missouri,52145.0,19.4,5.6,25.0,50.0
907,2011,Montana,45883.0,16.4,5.7,26.9,51.0
908,2011,Nebraska,63357.0,14.5,5.4,24.3,55.7
909,2011,Nevada,53591.0,18.0,4.9,24.6,52.5
910,2011,New Hampshire,75049.0,15.2,4.1,29.3,51.4
911,2011,New Jersey,71014.0,11.4,5.5,25.8,57.4
912,2011,New Mexico,47825.0,13.5,7.9,24.9,53.6
913,2011,New York,57684.0,12.1,6.0,25.4,56.5
914,2011,North Carolina,51498.0,15.6,6.2,24.8,53.4
915,2011,North Dakota,64205.0,15.9,5.9,25.3,52.9
916,2011,Ohio,50862.0,19.1,6.0,25.2,49.7
917,2011,Oklahoma,55199.0,19.9,6.2,24.7,49.2
918,2011,Oregon,58698.0,14.4,5.4,27.5,52.8
919,2011,Pennsylvania,56857.0,16.9,5.6,25.4,52.2
920,2011,Puerto Rico,,10.8,4.0,18.8,66.4
921,2011,Rhode Island,55858.0,14.4,5.7,27.7,52.2
922,2011,South Carolina,45663.0,16.6,6.6,24.0,52.8
923,2011,South Dakota,53796.0,15.5,7.6,25.5,51.5
924,2011,Tennessee,48164.0,18.3,4.7,23.8,53.2
925,2011,Texas,55874.0,12.0,7.2,21.8,59.0
926,2011,United States,57021.0,15.2,5.7,25.0,52.9
927,2011,Utah,63217.0,8.5,3.3,16.0,72.2
928,2011,Vermont,59080.0,14.7,4.4,30.8,50.1
929,2011,Virginia,71331.0,15.0,5.9,23.6,55.5
930,2011,Washington,64763.0,12.1,5.4,26.0,56.5
931,2011,West Virginia,47642.0,23.8,4.9,23.5,47.9
932,2011,Wisconsin,59304.0,14.9,6.0,26.2,52.9
933,2011,Wyoming,62096.0,17.5,5.5,26.2,50.8
934,2012,Alabama,48487.0,18.0,5.8,23.1,53.2
935,2012,Alaska,71003.0,14.2,6.3,25.7,53.8
936,2012,All States and DC,,13.5,5.7,25.2,54.4
937,2012,Arizona,52480.0,11.0,6.1,26.9,56.0
938,2012,Arkansas,43527.0,18.3,6.8,24.1,50.8
939,2012,California,63609.0,7.9,4.7,23.8,63.6
940,2012,Colorado,63871.0,11.9,5.8,26.3,56.0
941,2012,Connecticut,71671.0,10.8,5.2,28.7,55.3
942,2012,Delaware,54631.0,14.6,5.1,26.9,53.4
943,2012,District of Columbia,72786.0,11.4,8.2,20.9,59.5
944,2012,Florida,51395.0,12.2,5.5,27.8,54.5
945,2012,Georgia,53682.0,13.5,6.8,21.1,58.5
946,2012,Guam,,19.8,6.0,13.5,60.7
947,2012,Hawaii,62765.0,10.2,4.3,25.6,59.9
948,2012,Idaho,53460.0,12.4,4.1,24.3,59.3
949,2012,Illinois,57717.0,13.2,5.4,24.4,57.0
950,2012,Indiana,51492.0,18.0,6.0,23.7,52.4
951,2012,Iowa,59618.0,13.0,5.1,25.0,56.9
952,2012,Kansas,55781.0,14.0,5.4,23.8,56.9
953,2012,Kentucky,45834.0,23.2,5.1,25.5,46.3
954,2012,Louisiana,43601.0,18.5,6.3,21.9,53.4
955,2012,Maine,54838.0,15.9,4.4,31.1,48.6
956,2012,Maryland,80137.0,11.4,4.8,23.4,60.4
957,2012,Massachusetts,71012.0,12.0,4.4,27.7,55.9
958,2012,Michigan,55795.0,16.9,6.5,25.8,50.9
959,2012,Minnesota,68936.0,13.2,5.6,27.2,54.0
960,2012,Mississippi,40875.0,17.8,6.2,20.7,55.3
961,2012,Missouri,55515.0,18.2,5.7,23.9,52.2
962,2012,Montana,50298.0,14.2,5.5,27.2,53.1
963,2012,Nebraska,58228.0,14.5,5.2,24.4,55.9
964,2012,Nevada,52803.0,12.5,5.6,24.5,57.4
965,2012,New Hampshire,75656.0,13.4,3.8,31.6,51.3
966,2012,New Jersey,74399.0,11.5,5.8,25.5,57.2
967,2012,New Mexico,48442.0,12.7,6.6,24.9,55.8
968,2012,New York,53190.0,10.6,5.6,25.2,58.6
969,2012,North Carolina,46355.0,14.8,6.1,25.5,53.6
970,2012,North Dakota,62210.0,15.5,5.7,24.7,54.1
971,2012,Ohio,49503.0,18.1,5.2,24.6,52.1
972,2012,Oklahoma,54001.0,17.0,6.3,24.4,52.4
973,2012,Oregon,57758.0,11.9,6.0,27.8,54.4
974,2012,Pennsylvania,57902.0,15.7,5.7,25.5,53.2
975,2012,Puerto Rico,,9.4,3.2,19.8,67.6
976,2012,Rhode Island,62544.0,12.1,5.3,27.6,54.9
977,2012,South Carolina,49532.0,15.3,7.3,25.6,51.8
978,2012,South Dakota,55125.0,15.2,6.8,26.5,51.6
979,2012,Tennessee,47963.0,18.8,6.1,24.2,51.0
980,2012,Texas,57926.0,11.5,6.6,21.4,60.4
981,2012,United States,56912.0,13.5,5.7,25.0,54.5
982,2012,Utah,65083.0,7.2,3.4,16.5,72.9
983,2012,Vermont,62005.0,11.8,4.6,30.8,52.8
984,2012,Virginia,72101.0,13.1,5.9,23.8,57.2
985,2012,Washington,69373.0,11.7,5.5,26.6,56.3
986,2012,West Virginia,48586.0,24.0,4.2,25.3,46.5
987,2012,Wisconsin,59213.0,13.7,6.7,27.0,52.7
988,2012,Wyoming,64158.0,15.5,6.3,24.7,53.6
989,2013,Alabama,45489.0,15.8,5.7,23.4,55.1
990,2013,Alaska,67206.0,15.6,6.9,26.7,50.7
991,2013,All States and DC,,13.4,5.4,25.3,55.0
992,2013,Arizona,55625.0,11.1,5.3,26.0,57.6
993,2013,Arkansas,43882.0,19.5,6.5,25.0,49.1
994,2013,California,63239.0,8.0,4.6,22.8,64.7
995,2013,Colorado,69662.0,11.9,5.7,26.2,56.1
996,2013,Connecticut,74510.0,10.1,5.4,28.2,56.3
997,2013,Delaware,57403.0,13.4,6.1,25.4,55.0
998,2013,District of Columbia,66698.0,10.8,8.1,21.4,59.8
999,2013,Florida,52640.0,11.6,5.3,28.2,55.0
1000,2013,Georgia,52148.0,13.6,5.2,20.6,60.6
1001,2013,Guam,,19.4,7.1,16.5,57.0
1002,2013,Hawaii,67504.0,9.0,4.4,27.3,59.4
1003,2013,Idaho,56906.0,12.2,5.0,24.7,58.2
1004,2013,Illinois,62874.0,12.4,5.7,24.8,57.2
1005,2013,Indiana,55571.0,16.6,5.3,25.2,52.9
1006,2013,Iowa,60300.0,15.0,4.5,24.4,56.1
1007,2013,Kansas,56596.0,14.5,5.5,24.0,55.9
1008,2013,Kentucky,46343.0,20.5,6.0,26.0,47.6
1009,2013,Louisiana,43555.0,16.7,6.8,22.6,53.9
1010,2013,Maine,55097.0,15.1,5.2,31.1,48.7
1011,2013,Maryland,71741.0,11.7,4.7,22.3,61.3
1012,2013,Massachusetts,69213.0,11.8,4.8,27.2,56.2
1013,2013,Michigan,53645.0,16.2,5.3,27.0,51.6
1014,2013,Minnesota,66953.0,12.4,5.6,27.8,54.2
1015,2013,Mississippi,44905.0,17.7,7.2,21.5,53.7
1016,2013,Missouri,55305.0,16.6,5.5,25.2,52.7
1017,2013,Montana,48513.0,14.0,5.0,26.8,54.2
1018,2013,Nebraska,59112.0,13.7,4.7,24.7,56.9
1019,2013,Nevada,49873.0,13.2,6.2,22.5,58.1
1020,2013,New Hampshire,78402.0,12.3,3.9,31.0,52.7
1021,2013,New Jersey,67915.0,10.6,5.0,25.8,58.6
1022,2013,New Mexico,46309.0,12.7,6.5,25.4,55.5
1023,2013,New York,59188.0,11.2,5.4,25.0,58.4
1024,2013,North Carolina,45299.0,14.2,6.1,25.1,54.7
1025,2013,North Dakota,58138.0,15.6,5.6,25.2,53.7
1026,2013,Ohio,51004.0,17.8,5.5,25.3,51.4
1027,2013,Oklahoma,48123.0,17.4,6.3,24.5,51.8
1028,2013,Oregon,61897.0,12.8,4.6,27.3,55.4
1029,2013,Pennsylvania,59308.0,15.7,5.3,26.0,53.1
1030,2013,Puerto Rico,,7.1,3.7,19.0,70.2
1031,2013,Rhode Island,63551.0,12.5,4.9,28.6,54.0
1032,2013,South Carolina,48092.0,15.4,6.6,25.3,52.7
1033,2013,South Dakota,59859.0,13.5,6.1,27.4,53.1
1034,2013,Tennessee,46718.0,18.4,5.9,24.1,51.6
1035,2013,Texas,58291.0,9.9,6.0,22.0,62.1
1036,2013,United States,57095.0,13.4,5.4,25.2,55.0
1037,2013,Utah,69218.0,7.1,3.2,17.3,72.4
1038,2013,Vermont,60286.0,12.5,4.1,29.9,53.5
1039,2013,Virginia,74333.0,13.4,5.6,23.8,57.2
1040,2013,Washington,66073.0,11.3,4.7,26.4,57.6
1041,2013,West Virginia,44236.0,22.8,4.5,24.3,48.4
1042,2013,Wisconsin,60743.0,13.0,5.7,26.9,54.4
1043,2013,Wyoming,61229.0,15.5,5.2,26.6,52.8
1044,2014,Alabama,45701.0,14.8,6.4,24.6,54.3
1045,2014,Alaska,73105.0,13.5,6.4,25.7,54.4
1046,2014,All States and DC,,12.9,5.2,25.0,55.9
1047,2014,Arizona,53242.0,11.1,5.4,26.5,57.0
1048,2014,Arkansas,48559.0,17.7,7.1,25.2,50.0
1049,2014,California,65384.0,7.7,5.2,22.8,64.3
1050,2014,Colorado,65874.0,10.7,5.0,26.5,57.8
1051,2014,Connecticut,75842.0,10.2,5.2,27.7,56.9
1052,2014,Delaware,62179.0,14.7,5.2,24.6,55.5
1053,2014,District of Columbia,73805.0,10.0,6.3,19.1,64.6
1054,2014,Florida,49876.0,11.6,6.1,27.8,54.6
1055,2014,Georgia,53567.0,12.4,5.0,22.4,60.2
1056,2014,Guam,,19.9,9.4,15.1,55.7
1057,2014,Hawaii,76990.0,9.6,4.5,25.9,59.9
1058,2014,Idaho,57765.0,11.1,4.8,23.9,60.2
1059,2014,Illinois,59362.0,11.3,5.2,24.0,59.5
1060,2014,Indiana,51951.0,16.9,6.0,24.1,53.0
1061,2014,Iowa,62491.0,13.7,4.8,25.7,55.9
1062,2014,Kansas,57771.0,13.1,5.0,23.6,58.3
1063,2014,Kentucky,46250.0,20.4,5.7,25.5,48.4
1064,2014,Louisiana,45839.0,16.8,7.2,22.2,53.8
1065,2014,Maine,55897.0,14.7,4.6,32.0,48.7
1066,2014,Maryland,82332.0,10.0,4.6,22.6,62.8
1067,2014,Massachusetts,68264.0,10.0,4.7,26.8,58.5
1068,2014,Michigan,56216.0,15.6,5.6,26.7,52.2
1069,2014,Minnesota,72688.0,11.4,4.9,26.7,57.1
1070,2014,Mississippi,38397.0,15.5,7.5,21.9,55.2
1071,2014,Missouri,61215.0,15.8,4.8,24.4,55.0
1072,2014,Montana,55239.0,14.0,6.0,27.2,52.9
1073,2014,Nebraska,61474.0,12.2,5.1,24.7,58.0
1074,2014,Nevada,53913.0,10.8,6.1,24.0,59.0
1075,2014,New Hampshire,79340.0,13.0,4.6,30.1,52.4
1076,2014,New Jersey,70525.0,9.5,5.7,24.3,60.6
1077,2014,New Mexico,50466.0,12.7,6.5,25.5,55.4
1078,2014,New York,58707.0,9.5,4.9,23.6,62.0
1079,2014,North Carolina,50572.0,13.0,6.1,24.4,56.5
1080,2014,North Dakota,65647.0,14.4,5.5,24.1,56.0
1081,2014,Ohio,53663.0,15.6,5.4,25.0,54.0
1082,2014,Oklahoma,51020.0,15.1,6.0,26.0,53.0
1083,2014,Oregon,63642.0,12.1,4.8,27.1,55.9
1084,2014,Pennsylvania,59640.0,13.9,6.0,24.8,55.3
1085,2014,Puerto Rico,,7.6,3.7,18.2,70.6
1086,2014,Rhode Island,63380.0,11.3,4.9,27.7,56.0
1087,2014,South Carolina,48567.0,14.8,6.7,25.3,53.2
1088,2014,South Dakota,57348.0,12.9,5.7,26.4,55.0
1089,2014,Tennessee,47255.0,18.7,5.5,24.0,51.8
1090,2014,Texas,58237.0,8.7,5.9,21.3,64.2
1091,2014,United States,58001.0,12.9,5.2,24.8,55.9
1092,2014,Utah,68515.0,6.4,3.3,16.1,74.3
1093,2014,Vermont,65623.0,11.7,4.7,31.1,52.5
1094,2014,Virginia,71511.0,14.0,5.6,23.2,57.3
1095,2014,Washington,63850.0,10.9,4.4,26.4,58.3
1096,2014,West Virginia,42754.0,22.5,4.2,26.8,46.6
1097,2014,Wisconsin,62782.0,12.9,4.5,26.3,56.3
1098,2014,Wyoming,60199.0,14.3,5.2,24.6,55.9
1099,2015,Alabama,48030.0,15.3,6.1,22.9,55.7
1100,2015,Alaska,81054.0,13.9,5.2,26.8,54.1
1101,2015,All States and DC,,11.9,5.2,25.1,56.5
1102,2015,Arizona,56381.0,9.2,4.9,25.0,60.9
1103,2015,Arkansas,46184.0,17.5,7.4,24.1,51.1
1104,2015,California,68670.0,7.2,4.5,23.0,65.3
1105,2015,Colorado,71864.0,10.3,5.3,26.6,57.7
1106,2015,Connecticut,78655.0,9.0,4.5,27.5,59.1
1107,2015,Delaware,62325.0,11.9,5.4,27.0,55.6
1108,2015,District of Columbia,75614.0,8.7,7.3,21.5,62.5
1109,2015,Florida,52687.0,10.6,5.2,28.0,56.2
1110,2015,Georgia,54784.0,12.3,5.4,22.6,59.8
1111,2015,Guam,,19.7,7.7,17.4,55.2
1112,2015,Hawaii,69617.0,10.0,4.1,25.3,60.6
1113,2015,Idaho,55708.0,9.9,3.9,23.6,62.5
1114,2015,Illinois,65192.0,10.0,5.2,24.4,60.5
1115,2015,Indiana,56095.0,14.7,5.9,25.5,53.9
1116,2015,Iowa,65669.0,13.1,5.0,25.6,56.3
1117,2015,Kansas,59205.0,12.4,5.3,24.1,58.2
1118,2015,Kentucky,45740.0,20.5,5.4,25.1,48.9
1119,2015,Louisiana,49555.0,15.1,6.7,22.5,55.7
1120,2015,Maine,54771.0,15.4,4.1,31.6,48.9
1121,2015,Maryland,79416.0,10.2,4.9,23.4,61.5
1122,2015,Massachusetts,73229.0,9.5,4.5,26.9,59.1
1123,2015,Michigan,58491.0,14.9,5.9,26.3,53.0
1124,2015,Minnesota,74167.0,11.3,5.0,26.7,57.1
1125,2015,Mississippi,43204.0,15.5,7.0,21.3,56.1
1126,2015,Missouri,63879.0,16.5,5.8,25.9,51.9
1127,2015,Montana,55461.0,12.9,6.0,27.2,53.9
1128,2015,Nebraska,65258.0,12.5,4.7,24.4,58.5
1129,2015,Nevada,56122.0,11.7,5.9,25.6,56.9
1130,2015,New Hampshire,81661.0,11.3,4.6,30.3,53.8
1131,2015,New Jersey,73764.0,8.6,5.0,25.2,61.3
1132,2015,New Mexico,48688.0,11.3,6.2,24.7,57.7
1133,2015,New York,62594.0,10.2,5.0,24.2,60.6
1134,2015,North Carolina,54815.0,13.6,5.4,25.8,55.2
1135,2015,North Dakota,61957.0,13.7,5.1,24.5,56.8
1136,2015,Ohio,57517.0,15.7,5.9,24.4,54.0
1137,2015,Oklahoma,50801.0,16.0,6.2,24.7,53.2
1138,2015,Oregon,65646.0,11.6,5.5,27.0,55.9
1139,2015,Pennsylvania,65166.0,13.3,4.9,26.0,55.9
1140,2015,Puerto Rico,,7.7,3.1,16.6,72.6
1141,2015,Rhode Island,60107.0,10.7,4.8,27.9,56.6
1142,2015,South Carolina,50027.0,13.7,6.0,25.0,55.4
1143,2015,South Dakota,59421.0,14.0,6.1,25.8,54.1
1144,2015,Tennessee,51074.0,15.9,6.1,24.8,53.3
1145,2015,Texas,60940.0,9.5,5.7,21.3,63.5
1146,2015,United States,60987.0,11.9,5.2,25.0,56.5
1147,2015,Utah,71499.0,6.3,2.8,16.2,74.8
1148,2015,Vermont,64200.0,11.9,4.1,29.0,55.1
1149,2015,Virginia,66350.0,11.8,4.7,23.6,59.8
1150,2015,Washington,72562.0,10.0,5.0,26.3,58.7
1151,2015,West Virginia,46212.0,21.0,4.7,24.9,49.4
1152,2015,Wisconsin,59809.0,11.4,6.0,26.2,56.5
1153,2015,Wyoming,65745.0,14.0,5.1,24.4,56.5
1154,2016,Alabama,50308.0,14.8,6.8,23.9,54.6
1155,2016,Alaska,80673.0,12.3,6.8,27.0,54.0
1156,2016,All States and DC,,12.4,5.1,25.3,56.8
1157,2016,Arizona,60832.0,9.5,5.3,25.5,59.8
1158,2016,Arkansas,48908.0,16.8,6.8,24.5,51.9
1159,2016,California,70993.0,6.5,4.4,23.1,66.0
1160,2016,Colorado,75179.0,10.3,5.3,24.9,59.5
1161,2016,Connecticut,80886.0,9.3,4.1,27.2,59.4
1162,2016,Delaware,61840.0,12.4,5.2,26.8,55.5
1163,2016,District of Columbia,75622.0,8.3,6.4,19.2,66.2
1164,2016,Florida,54521.0,10.1,5.4,26.5,58.0
1165,2016,Georgia,57026.0,12.1,5.8,20.9,61.2
1166,2016,Guam,,15.9,9.2,19.4,55.5
1167,2016,Hawaii,76848.0,8.9,4.1,25.4,61.6
1168,2016,Idaho,60261.0,10.3,4.2,23.5,62.0
1169,2016,Illinois,65398.0,10.7,5.1,24.1,60.1
1170,2016,Indiana,59761.0,15.5,5.7,24.5,54.4
1171,2016,Iowa,62957.0,12.6,4.2,25.3,58.0
1172,2016,Kansas,60523.0,12.5,4.7,24.1,58.7
1173,2016,Kentucky,48335.0,18.7,5.8,24.8,50.7
1174,2016,Louisiana,44954.0,15.1,7.6,23.0,54.3
1175,2016,Maine,54180.0,15.3,4.5,32.0,48.2
1176,2016,Maryland,78581.0,9.4,4.3,23.5,62.9
1177,2016,Massachusetts,76990.0,9.6,4.0,26.7,59.6
1178,2016,Michigan,60823.0,14.4,6.1,25.8,53.8
1179,2016,Minnesota,74808.0,10.6,4.7,26.1,58.8
1180,2016,Mississippi,43785.0,16.6,6.1,23.6,53.7
1181,2016,Missouri,58612.0,17.4,4.8,26.3,51.6
1182,2016,Montana,60806.0,13.2,5.3,27.3,54.1
1183,2016,Nebraska,63255.0,12.1,4.9,24.6,58.5
1184,2016,Nevada,59054.0,10.8,5.7,24.4,59.1
1185,2016,New Hampshire,81245.0,13.0,5.0,28.4,53.6
1186,2016,New Jersey,72943.0,9.3,4.7,23.7,62.3
1187,2016,New Mexico,51618.0,10.3,6.3,25.6,57.8
1188,2016,New York,65453.0,9.3,4.9,23.3,62.6
1189,2016,North Carolina,57278.0,12.7,5.2,25.3,56.8
1190,2016,North Dakota,64118.0,14.0,5.8,24.8,55.5
1191,2016,Ohio,57514.0,17.2,5.3,23.6,53.9
1192,2016,Oklahoma,54273.0,14.0,5.6,24.8,55.6
1193,2016,Oregon,63000.0,11.8,4.5,27.0,56.8
1194,2016,Pennsylvania,64965.0,12.9,5.1,26.5,55.6
1195,2016,Puerto Rico,,7.6,3.0,16.9,72.6
1196,2016,Rhode Island,65550.0,9.5,5.0,28.0,57.6
1197,2016,South Carolina,57888.0,13.0,7.0,25.8,54.2
1198,2016,South Dakota,61205.0,12.5,5.6,26.3,55.6
1199,2016,Tennessee,54700.0,15.2,6.9,23.8,54.1
1200,2016,Texas,61947.0,8.4,5.8,23.0,62.8
1201,2016,United States,62898.0,12.3,5.1,24.9,57.2
1202,2016,Utah,71892.0,5.6,3.2,15.9,75.3
1203,2016,Vermont,64814.0,12.5,4.5,28.7,54.3
1204,2016,Virgin Islands,,3.7,2.9,10.1,83.3
1205,2016,Virginia,70795.0,11.2,4.1,23.9,60.8
1206,2016,Washington,74906.0,9.2,4.8,26.7,59.4
1207,2016,West Virginia,47253.0,19.7,5.1,26.3,48.9
1208,2016,Wisconsin,63727.0,12.4,4.7,27.5,55.4
1209,2016,Wyoming,61609.0,14.6,4.4,26.1,54.9
1210,2017,Alabama,53049.0,13.7,7.2,23.4,55.7
1211,2017,Alaska,81335.0,14.6,6.5,25.6,53.4
1212,2017,All States and DC,,11.7,5.2,25.1,58.2
1213,2017,Arizona,62263.0,10.2,5.4,24.7,59.8
1214,2017,Arkansas,51887.0,16.7,5.6,25.5,52.2
1215,2017,California,73045.0,6.4,5.0,22.3,66.4
1216,2017,Colorado,78204.0,9.7,4.9,25.6,59.8
1217,2017,Connecticut,77494.0,8.4,4.4,26.0,61.3
1218,2017,Delaware,67750.0,11.2,5.8,25.1,57.9
1219,2017,District of Columbia,84772.0,8.1,6.3,18.4,67.2
1220,2017,Florida,55365.0,10.9,5.2,24.9,59.0
1221,2017,Georgia,60475.0,11.5,6.0,20.3,62.2
1222,2017,Guam,,17.7,8.7,20.4,53.3
1223,2017,Hawaii,76759.0,8.0,4.8,26.7,60.5
1224,2017,Idaho,62052.0,10.5,3.9,23.9,61.8
1225,2017,Illinois,68801.0,10.5,5.0,23.0,61.5
1226,2017,Indiana,61290.0,15.8,6.0,24.5,53.7
1227,2017,Iowa,66192.0,12.6,4.5,24.6,58.3
1228,2017,Kansas,59343.0,12.2,5.2,24.3,58.3
1229,2017,Kentucky,51805.0,19.4,5.2,25.6,49.8
1230,2017,Louisiana,45436.0,15.1,8.0,22.9,54.0
1231,2017,Maine,55605.0,13.2,4.1,31.7,51.0
1232,2017,Maryland,85618.0,9.3,4.5,22.0,64.2
1233,2017,Massachusetts,79517.0,8.6,5.0,25.1,61.3
1234,2017,Michigan,58827.0,13.6,5.7,26.7,54.0
1235,2017,Minnesota,72979.0,9.9,4.6,26.3,59.1
1236,2017,Mississippi,45139.0,16.4,5.8,21.6,56.3
1237,2017,Missouri,58957.0,16.2,4.6,25.8,53.4
1238,2017,Montana,59872.0,12.2,5.0,27.3,55.6
1239,2017,Nebraska,62141.0,11.1,4.3,24.6,60.0
1240,2017,Nevada,60533.0,11.1,6.5,24.0,58.5
1241,2017,New Hampshire,78877.0,11.9,3.8,30.3,54.0
1242,2017,New Jersey,74299.0,8.4,5.4,25.3,61.0
1243,2017,New Mexico,47559.0,10.8,6.7,23.9,58.6
1244,2017,New York,64185.0,8.9,5.2,23.1,62.8
1245,2017,North Carolina,51674.0,11.9,5.3,25.9,56.9
1246,2017,North Dakota,62750.0,13.3,5.0,25.0,56.8
1247,2017,Ohio,63294.0,16.5,4.6,24.4,54.5
1248,2017,Oklahoma,54110.0,13.3,6.9,24.5,55.3
1249,2017,Oregon,65181.0,11.5,4.6,25.7,58.2
1250,2017,Pennsylvania,63916.0,13.4,5.4,26.9,54.3
1251,2017,Puerto Rico,,7.7,3.6,18.6,70.1
1252,2017,Rhode Island,68209.0,9.8,5.1,28.5,56.6
1253,2017,South Carolina,56879.0,12.5,6.2,26.5,54.8
1254,2017,South Dakota,59358.0,13.7,5.6,25.7,55.1
1255,2017,Tennessee,57681.0,16.0,6.7,23.8,53.6
1256,2017,Texas,62672.0,9.3,6.4,19.9,64.4
1257,2017,United States,63761.0,11.7,5.2,25.0,58.2
1258,2017,Utah,72785.0,6.1,2.8,15.0,76.1
1259,2017,Vermont,66416.0,11.8,4.0,29.5,54.7
1260,2017,Virginia,73851.0,11.2,5.2,23.8,59.9
1261,2017,Washington,74612.0,9.1,4.4,27.2,59.3
1262,2017,West Virginia,48973.0,20.0,6.1,26.2,47.8
1263,2017,Wisconsin,66208.0,11.7,4.3,25.6,58.4
1264,2017,Wyoming,62092.0,14.0,4.7,26.0,55.3
1265,2018,Alabama,50841.0,13.0,6.2,24.7,56.2
1266,2018,Alaska,69979.0,13.5,5.5,24.1,56.8
1267,2018,All States and DC,,11.7,4.8,25.1,57.8
1268,2018,Arizona,63411.0,9.3,4.7,26.3,59.8
1269,2018,Arkansas,50683.0,16.8,5.9,24.3,53.0
1270,2018,California,71766.0,6.3,5.0,22.1,66.7
1271,2018,Colorado,74357.0,9.6,4.8,25.9,59.7
1272,2018,Connecticut,74131.0,8.1,4.1,27.3,60.6
1273,2018,Delaware,66190.0,11.8,4.8,25.7,57.8
1274,2018,District of Columbia,87304.0,6.9,6.9,20.9,65.4
1275,2018,Florida,55634.0,10.5,4.0,27.4,58.2
1276,2018,Georgia,56832.0,10.8,5.2,21.5,62.4
1277,2018,Guam,,15.1,6.8,17.1,61.0
1278,2018,Hawaii,81559.0,8.9,4.5,26.0,60.6
1279,2018,Idaho,59792.0,10.0,4.7,23.4,61.9
1280,2018,Illinois,71416.0,10.9,4.6,22.8,61.7
1281,2018,Indiana,60977.0,16.0,5.1,23.9,55.0
1282,2018,Iowa,69963.0,12.1,4.5,24.4,59.0
1283,2018,Kansas,65096.0,12.7,4.5,24.6,58.2
1284,2018,Kentucky,55543.0,17.1,6.3,27.0,49.7
1285,2018,Louisiana,50878.0,13.6,6.9,22.6,56.9
1286,2018,Maine,59726.0,13.8,3.9,31.9,50.3
1287,2018,Maryland,87785.0,8.4,4.1,23.5,64.0
1288,2018,Massachusetts,87909.0,9.3,4.1,25.1,61.5
1289,2018,Michigan,61544.0,13.4,5.5,26.4,54.7
1290,2018,Minnesota,73118.0,10.6,4.6,25.9,59.0
1291,2018,Mississippi,43556.0,14.9,5.6,22.2,57.2
1292,2018,Missouri,62844.0,14.4,5.0,24.6,56.0
1293,2018,Montana,58724.0,13.0,5.0,26.4,55.6
1294,2018,Nebraska,68799.0,11.3,4.7,23.7,60.3
1295,2018,Nevada,62985.0,10.5,5.2,25.7,58.6
1296,2018,New Hampshire,82820.0,10.9,4.7,29.5,54.9
1297,2018,New Jersey,75520.0,8.8,4.2,23.9,63.1
1298,2018,New Mexico,49158.0,9.4,5.8,25.5,59.3
1299,2018,New York,68493.0,8.4,4.5,23.4,63.8
1300,2018,North Carolina,54336.0,12.5,5.0,25.6,57.0
1301,2018,North Dakota,67710.0,14.0,5.1,23.6,57.3
1302,2018,Ohio,62750.0,16.0,4.5,25.2,54.3
1303,2018,Oklahoma,55420.0,13.7,6.0,24.8,55.5
1304,2018,Oregon,70418.0,11.7,4.0,27.5,56.9
1305,2018,Pennsylvania,65693.0,13.0,4.0,25.8,57.2
1306,2018,Puerto Rico,,6.8,3.2,18.1,72.0
1307,2018,Rhode Island,63394.0,9.7,4.9,27.5,57.9
1308,2018,South Carolina,58485.0,12.3,5.7,25.5,56.5
1309,2018,South Dakota,60540.0,13.8,5.2,25.2,55.9
1310,2018,Tennessee,57076.0,15.7,5.0,24.8,54.6
1311,2018,Texas,60868.0,9.3,5.1,21.6,64.0
1312,2018,United States,64324.0,11.7,4.8,24.8,57.9
1313,2018,Utah,78463.0,5.8,3.2,15.9,75.1
1314,2018,Vermont,71335.0,9.9,3.8,30.3,56.0
1315,2018,Virginia,78549.0,10.2,4.7,22.8,62.3
1316,2018,Washington,81170.0,8.3,3.7,26.0,62.0
1317,2018,West Virginia,51489.0,20.6,4.7,24.2,50.6
1318,2018,Wisconsin,63764.0,11.9,4.5,26.3,57.3
1319,2018,Wyoming,63672.0,13.6,5.2,26.3,54.9
1320,2019,Alabama,56200.0,14.7,5.6,24.3,55.5
1321,2019,Alaska,78394.0,12.1,5.3,25.9,56.8
1322,2019,All States and DC,,11.1,4.7,25.2,58.6
1323,2019,Arizona,70674.0,9.5,5.5,26.4,58.7
1324,2019,Arkansas,54539.0,14.4,5.8,25.5,54.3
